"Customer Contact Centre Agent, IKEA Malaysia","About the job

We want to fill this position with a customer-focused enthusiast who can support us in securing the IKEA brand and our overall vision of creating a better everyday life for the many people.


Your assignment

As a contact centre agent, your major mode of work will include answering inbound calls, making out-bound calls, replying to emails, following up on cases and working on webchat/live chat cases.
You will report to the Customer Contact Centre Team Leader, and will be responsible for providing an exceptional level of service to customers to support the IKEA stores in Malaysia.
You are expected to contribute positively to your individual development, as well as your fellow co-workers by engaging in best practice sharing, process improvements and customer focused solutions sharing.
You will be expected to perform to the basic expectation of meeting your given metrics. In addition, you will be expected to adhere to your schedules where applicable, which can include working on public hol-idays and weekends on rotating shifts during our operating hours. Both full-time and part-time posi-tions available.

Your profile

Experience in a customer facing role, preferably in a customer support function or a contact centre  managing calls and emails, in a fast-paced service/retail industry is an added advantage.
Fresh graduates are welcome to apply.
You share our belief that customer loyalty is a key to business success, and are passionate about home furnishings and customer service.
You enjoy interacting with people, communicate well, and have the desire to improve the experience of our customers.
MUST possess a good command of both English and Bahasa Malaysia. The ability to converse in Manda-rin or Cantonese will be an added advantage.
Problem-solving, negotiation, and building trustful relationships come naturally to you.
You are also self-motivated, calm, empathetic, and customer focused.
Please apply via IKEA job page latest by 18 October 2018"
MY - GREAT - Graduate Analyst - Strategy and Operations,"Want to make an impact? What impact will you make?At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clients, people and society. Whatever your aspirations, Deloitte offers you unrivalled opportunities to realise your full potential. We are always looking for people with the relentless energy to push themselves further, and to find new avenues and unique ways to reach our shared goals.

So what are you waiting for? Join the winning team now. Deloitte GREATGraduateRecruitmentExcellenceAccelerated Training Graduate Analyst As Graduate Analysts, you will be part of our structured Deloitte GREAT Graduate programme for the Strategy and Operations practice, working alongside with some of the best and brightest people anywhere, on behalf of many of the worlds most influential companies. You will be at the center of it all, performing primary and secondary research, data analysis and modelling to tackle complex business problems.

In addition, you will contribute directly to the development of proposals, presentations and publications. Candidates from all academic majors are encouraged to apply. Requirements: Strong academic performance in your bachelor, master or MBA degree Masters Degree or Bachelor Degree in any discipline from a recognized Tier 1 university is preferred Team player with effective interpersonal and communication skills Demonstrated leadership and teamwork within or outside a work setting. Exceptional problem-solving ability.

Logical reasoning, creative thinking, comfort with numbers, and the ability to untangle complex issues. Strong passion for consulting, ability to adapt and cope in a fast pace, challenging work hours and environment Fluent verbal and written English Fresh graduates or those with less than 2 years of work experience are welcome to apply Available to start work early 2019. Willingness to work outside of office base and most of all A sense of humor!Positions may be based in Malaysia but project locations could be anywhere in the Asia-Pacific Region. Due to volume of applications, we regret only shortlisted candidates will be notified.

In Malaysia, the services are provided by Deloitte and other related entities in Malaysia (""Deloitte in Malaysia""), which are affiliates of Deloitte Southeast Asia Ltd. Deloitte Southeast Asia Ltd is a member firm of Deloitte Touche Tohmatsu Limited. Deloitte in Malaysia, which is within the Deloitte Network, is the entity that is providing this Website. Requisition code: DCSE-155555-2018"
HR Admin Assistant,"Job Responsibilities
Maintaining employee recordsPresenting benefits packagesKey in Employees record
Job Requirements
Full-Time or Part-Time Position AvailableSPM and aboveAble to calculate and using computer typing wordsWith/ without experience17 years old and aboveGood work attitude and sense of responsibilityLanguage needed: Mandarin, English, Malay (at least 2 languages)Others: Welcome those interested in service industry, willing to contribute their effort & willing to learn"
Confidential Administrative Support - HR,"12 months contract :
To provide admin service to the Business Excellence Department in areas of HR reporting, document management and organizing of meeting


Your responsibilities would be to:

Accountable and responsible for letter issuance as such
Movement Letter  transfer, confirmation, promotion/ upgrading for Management & Non Management Staff
Resignation  Calculate entitlement issue letter, end of employment form and to check on the outstandings

Accountable and responsible to prepare staff payroll to send the E-Form to NBS
Annual, sick and hospitalization leave
Payroll related claims (Travel claims, overtime and incentive payment)
Festival & Leave Advance/ Deducation
Update of Staff details (Non-Management)
Additional Tax deduction/ Zakat/ GELA insurance
Union / NRC deductions
All Eforms on movement and for new employees

Accountable and responsible to
Arrange release of Cash Payment for resignations/ new hire without bank details

Responsible on other issues
Assist HR Business Partners as when as needed
Staff enquiries on payroll matters/liaison with NBS on payroll issues
EPF, LHDN and Socso claims  coordinate with payroll to source required info to fill up a form
Compile the Annual Appraisals
Administration  Filling documents

Any other requirement which will be determined by the Function Head


You must have the following:
Min Diploma holder in Human Resources/ Business Administration
2 years experience in Human Resources related discipline eg, recruitment, HR Services support, training/organization development, payroll etc
Good working knowledge of Microsoft Office (Word, Excel, Powerpoint) & SAP

Other attributes that we are looking for:
Highly develop-service orientation
Proactive cooperation
Flexible style to interact across functions and levels in the business
Able to work as part of an extended team to draw issues to quick resolution
Able to face conflict situations and remain calm despite pressure
Primary Location
: Malaysia-Selangor-Petaling Jaya
Job
: Human Resources
Organization
: Nestle Products Sdn. Bhd.
Schedule
: Full-time
Job Posting
: Sep 19, 2018, 1:11:21 AM"
2019 APAC Graduate Programme - Credit Analyst - Kuala Lumpur,"Position Purpose
BNP Paribas has a presence in 74 countries with over 190,000 employees. It ranks highly in its two core activities: Retail Banking and Services as well as Corporate & Institutional Banking.
In Asia Pacific, the BNP Paribas Group is a leading employer with more than 15,000 employees* and a presence in 14 markets. Being one of the largest international banking networks, we strive to employ talented and innovative people who are aligned to our vision and culture.excluding partnerships
The Graduate Programme is a comprehensive 24-month programme designed to equip graduates with the technical skills and individual competencies to embark upon a successful career within the BNP Paribas Group. This opportunity includes a formal mentoring programme, graduate community initiatives, relevant technical training and on- the- job learning from our senior managers and highly experienced team members.

Direct Responsibilities Prepare complete, synthetic and coherent credit proposals in line with the banks policies. The credit proposals should encompass analysis of financial statements, industry, economic data as well as identification and analysis of key risks and mitigations Propose to the credit committee appropriate credit ratings & recovery rates, using internal tools and Credit Analysts judgement Perform portfolio reviews, periodic covenant checks, and security monitoring as required in line with approval conditions of respective files Monitor clients credit evolution and alert management for any early warning signals, major events or material evolution Presentation of credit proposals to credit committees Ensure annual review/ transactions deadlines are met Communicate reliably and professionally with both internal and external clients Keep updated with the banks credit methodologies and policies
Contributing Responsibilities To contribute to any other portfolio or credit administrative and statistical works as required such as sector analysis, risk policy committees and watchlist / doubtful processes
 Support the Relationship Manager / Front Officer in credit process-related matters within own scope (e.g. data quality control, BNM relevant report) Support team members to maximize efficiency and effectiveness of team Participate in projects linked to improving credit process efficiency Meet clients jointly with Relationship Managers, when and where possible, to deepen the understanding of a credit.
 Participation in discussions on potential deals Other duties assigned by management from time to time

Technical and Behavioural Competencies
Students who have recently graduated or graduating in 2019 from all areas of disciplines are most welcome to apply. Applications will be reviewed on a rolling basis.
Takes initiative and is results driven
Strong decision making and analytical skills
Act with integrity
Ability to manage change and complexity with confidence
Strong team player
Client focused and commercial thinking
Excellent interpersonal and communication skills
Self-motivated and genuine interest in Banking and Finance
Proficiency in Microsoft office (MS Word, Excel & Power point)
Prior related internship within the banking industry is an advantage"
Customer Service Assistant,"Driving Infinite Possibilities Within A Diversified, Global Organization
Serve as the primary customer contact for your assigned portfolio of accounts and ensure all customer needs and expectations are met. You will respond to inbound customer calls and email regarding order inquiry as to ship dates, problems, order changes, repairs and RMA's. You will assist other customer service associates with administrative duties. You will communicate with other departments such as Technical Support, Logistics, Manufacturing, Regional Sales Managers, Product Managers, etc., to resolve customer issues. You will support ordering processing including order entry, expediting orders, change orders, returns, monitoring order status and resolving discrepancies.
Help Honeywell be the customer's top choice by delivering excellent customer care
Build up your business acumen while learning to address customer needs
Be part of the team that is solving complex problems for the customer
20 Processing Returns

20 Customer Invoicing

20 Prepare Forecast Reports

20 Administrative Support

20 Order Processing


YOU MUST HAVE
High School Diploma, or equivalent. Some experience in the field.
WE VALUE
An ability to learn quickly
An attention to detail
A bias for action
An ability to work in a team
A commitment to discovering ways to improve service
Nonexempt How Honeywell is Connecting the World
INCLUDES
Continued Professional Development


ADDITIONAL INFORMATION
Job ID: HRD40439
Category: Customer/Product Support
Location: UOA Corporate Tower, Avenue 10, The Vertical,, Bangsar South City, No. 8, Jalan Kerinchi, Kuala Lumpur, WP 59200 MYS
Honeywell is an equal opportunity employer. Qualified applicants will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, or veteran status."
Logistic Executive,"Supply chain management is a concept of resource management pertaining to storage of goods, services and information between distributors, manufacturers and retailers to establish an order system based on consumption points or stock levels in order to meet customer requirements. Logistics executives are responsible for monitoring these trends and implementing audit controls that monitor the process of an organizations supply chain management system for maximum effectiveness. The executive must have a broad range of management and communicative skills and be able delegate authority to managers while creating a team-based environment.
 Must have outstanding oral and written skills and analytical skills;
 Must be able to foster an environment of teamwork and cooperation;
 Must have project development and planning skills to create new initiatives concerning logistical networks;
 Candidates must possess at least a Bachelor Degree, Post Graduate Diploma or Professional in Business/Administration/Management/Science Logistic Managment or equivalent;
 At least 3+ years of working experience in the related field is required for this position;
 Applicants should be Malaysian citizens or hold relevant residence status;
 This position requires to travelling around Malaysia;
 Basic Salary RM2000++(negotiable)."
ADMINISTRATIVE ASSISTANT,"DIVISION OF CORPORATE COMMUNICATION AND PUBLIC RELATIONS (KAMPAR CAMPUS)
Job Requirements:

Diploma in a related field
Good communication skills in Bahasa Malaysia and English (both written and spoken)
Proficient in Microsoft Word, PowerPoint and Excel
Minimum 1 year of working experience in corporate office
Job Description:

Involved in organising meetings, preparing meeting documents and minutes
Assist in event management
Maintain filing system
Handle souvenir requisition
Scan daily news clippings
Any other tasks as assigned by the University from time to time




Interested applicants are requested to submit their CVs together with copies of all
academic transcripts and supporting documents in a sealed envelope and to indicate
the position applied for on the top left-hand corner of the envelope. Applicants are to
state the current and expected salaries, telephone number, email address and attach a
passport size photo (n.r.) and to submit these to:

Division of Human Resource (Talent Management)
UNIVERSITI TUNKU ABDUL RAHMAN (578227-M)
Jalan Universiti, Bandar Barat, 31900 Kampar, Perak
Tel: 05-468 8888 ext: 2500 Fax: 05-466 8951

On-line application is available at
http://www.utar.edu.my/job/FT_Job_Application_Form.jsp

For further job opportunities, kindly visit our website at www.utar.edu.my

Only shortlisted candidates will be notified."
R&A TSPO Finance Advisor CF - MY,"Job Description
The Candidate is accountable to manage the migration and operations of the T&S; SEA MI & Analysis activities. This includes R&A; deliverables, regional initiatives, collaborative skills & leading by example in terms of key company values e.g. 5 behavioral imperatives, HSSE, D&I; and cost leadership.

Management Information, Planning and Analysis:
Financial Assurance including supporting to the Month Close activities (done by the Internal Reporting team) and ensuring First Time Right.Balance Sheet analysis and Cash Flow reportingProviding commentaries and analysis of business performance drivers, ensuring first quartile quality standards including understanding Business levers, Budgeting (Targets & Resources), Cost Leadership and Latest Estimates accuracyDemand Management of MI including competing priorities to ensure deadlines are met while maintaining a high quality and integrity of deliverables.Drive development/design of new MI and finance support processesContinuous focus on improvement opportunities (ESSA) in process and content and identifies and actions opportunities to reduce complexity, promote best practice and provide focus on financial issues. Support resolution of the issues/bottlenecks in the reporting process.Initiate and implement innovative approaches to data analysis and reporting to ensure sufficient capacity and flexibility exist to meet demand from Business Partners

Stakeholder management
Proactively manages relationships with the T&S; East Business PartnersPrimary contact for R&A;Keeps abreast of Business developments and Business performance drivers.Conduct sessions with stakeholders in finance &/or business (wherever, relevant) and emphasize the landscape of existing MI.
Company Description
Shell is a global group of energy and petrochemical companies, active across more than 80 countries, employing 90,000 people.
Shell Business Operations Sdn Bhd (503619-D), a LEED Platinum certified green facility in Cyberjaya, provides a wide range of professional services to support the efficient operation of the Shell Group. The Centre delivers world-class operational excellence to the business through shared operations and services that include Human Resource, Information Technology, Finance, Customer Services, Order to Delivery and Contracting & Procurement. The Centre is currently on a growth path and as part of this rapid growth, we are looking to recruit talented professionals to join us!
If you would like to be a part of an innovative energy leader that offers a rewarding career in a multi cultural environment, then apply to us today and be a part of this vibrant, world-class organisation.
Country of Work LocationMalaysia
City, State (if applicable)
Cyberjaya, Selangor
Work LocationKuala Lumpur
Requirements
Qualified Accountant (CA/CIMA/ACCA/MBA) with 5 to 8 years of post-qualification and having at least 2 years of relevant experience in Business Performance Management & Business Partnering.
Experience of understanding the ERP systems especially GSAP R3, BW and GPMR is preferredExperience in business intelligence tools like Spotfire, BI4, etc is preferredGood working knowledge of Microsoft Excel is required.Experience of working in a virtual environment is preferredGood communication skills with the proven ability to effectively challenge senior managementPro-active approach and the ability to identify and support resolving First Time right issues (eg: accounting & reporting issues, MRD issues) in a dynamic environment.
No. of Positions1
Disclaimer
Please note: We occasionally amend or withdraw Shell jobs and reserve the right to do so at any time, including prior to the advertised closing date.

Before applying, you are advised to read our data protection policy. This policy describes the processing that may be associated with your personal data and informs you that your personal data may be transferred to Royal Dutch/Shell Group companies around the world.

The Shell Group and its approved recruitment consultants will never ask you for a fee to process or consider your application for a career with Shell. Anyone who demands such a fee is not an authorised Shell representative and you are strongly advised to refuse any such demand.

Shell is an Equal Opportunity Employer."
Admin Assistant - Clerk,"Minimum 3 years working as clerk for oil & gas company

Location

Kuala Lumpur Office

Employment Type

Contract

Years of Experience

Min 3 years

Minimum Qualification

SPM"
