Intern / Trainee (Procurement),"Summary

Coordinates purchasing activities and processes purchase requisitions, purchase change orders and requests for quotes to suppliers. Works with management to address all aspects of commodity management and monitors cost, schedule and scope of assigned subcontracts to negotiate highest quality at best value.


Responsibilities:

Coordinates purchasing activities with manufacturing, planning and engineering
departments to acquire inventory in a cost effective and timely manner.

Processes purchase requisitions, purchase change orders and requests for quotes to suppliers.
Works with management to address all aspects of commodity management, including procurement support, commodity business plans, market trends assessment, pricing, and product availability.
Performs cost analysis and volume planning for major commodities. Monitors the cost, schedule and scope of assigned subcontracts to negotiate highest quality at best value.
Develops new supply sources where vendors and suppliers are no longer competitive.
May recommend cost saving proposals including make-versus-buy analysis or alternative sourcing.
Interacts closely with suppliers and QA to resolve quality issues.
Supports internal and external audits related to Procurement processes and Supplier Managements"
Field Operations NDIA,"Description
Responsibilities and Duties

Including but not limited to the list below:

Receiving inspection survey assignments and communicating with the Project Manager & Leads for assignment details.
Facilitating all pre-job safety meetings with the clients and contractors.
Output reports onsite as part of deliverables.
Solicit assistance with dedicated analyst for proper QA/QC.
Requirements
Diploma in Engineering discipline. Electronics or Mechanical discipline is preferred.
1-2 years working experience in inspection of Piping, Storage Tanks and Pressure Vessels.
Possess NDT Qualifications is an added advantage.
Willingness to travel more than 80% throughout the year.
Adapt to frequently changing schedules and tight timelines.
No restriction to travel outside of origin country.
Have excellent customer relations skills.
Work individually, as well as in a team environment with minimum supervision.
Organization and Time Management skills.
Must have experience interpreting and working from schematic diagrams, specification sheets and manuals.
Good written and verbal communication skills and capability to communicate with all levels of the organization.
Proficient in English language. Ability to converse in Mandarin language is an added advantage.
Our Offer
Salary will be determined commensurate with skills and experience."
Tandem Server Administrator,"Responsibilities

Part of a technical team to build system and application support infrastructure,


System & infrastructure development, integration, testing and trouble-shooting,

 Provide technical support for system infrastructure, trouble-shooting, maintenance and ongoing technical support,

 Engagement in variety of system and application support projects in the information security domain, from the requirement capturing/design phase to the implementation and delivery stage,

 Project progress and issue reporting to the technical project team lead,

 Engagement, co-operation and technical problem solving on request of user community,

 Technical interface between vendor, project team and user community.


Requirements

Candidate must possess at least a Degree in Computer Science/Information Technology or equivalent.

Intermediate Tandem Non-stop System Administration experience

 Intermediate/expert OS level security knowledge (Tandem platforms)

 Basic Networking (TCP/IP, HTTP, LDAP, routing) knowledge

 Candidate must be able to work with a team of technical / security / network professionals

Jobseekers kindly email us your latest word format resume to feedback[a]starweb.com.my* and you2kalee[a]yahoo.com* .

For ict professional person who are looking for better career opportunity in IT or Telecommunication field on other position are encourage to email us your latest word format of resume to above email address, our consultant will reply or contact you .

* Correct email address is with @ , [a] is for security purposed only."
Retail Management Trainee,"Responsibilities:
You will assist the Retail Manager in achieving the sales target of the outlet.

Monitoring and analyzing sales performance and merchandise mix.

Assist in the implementing training modules (customer service etc.) for retail assistants.

To replenish stock and ensure stock level is healthy.

Performing back-end office functions.

Requirements:
Computer literate and able to use MS Office applications.

Strong interpersonal skills with good command of spoken and written English.

Energetic, resourceful and self-confident.

Applicants with retail background will be an advantage.

Possess good business acumen and strong organizational, analytical and planning skills

Applicants should be Malaysian citizens or hold relevant residence status."
Hotel Assistant Manager (Duty Manager),"The Four Seasons Hotel Kuala Lumpur is looking for top talent to join the team.

About Four Seasons Hotel Kuala Lumpur

Four Seasons Hotel and Residences Kuala Lumpur is located in the thriving business and financial district Golden Triangle neighbourhood. The Hotel is part of a 65-storey mixed-use tower that will include 242 Four Seasons Private Residences, 27 serviced apartments, a 209-key Four Seasons Hotel and a six- floor of 250,000 square foot luxury retail podium, collectively known as Four Seasons Place Kuala Lumpur.


The latest addition to the citys dramatic skyline and a vibrant hub for both business and leisure travellers, Four Seasons Hotel Kuala Lumpur is conveniently located in close proximity to the citys major attractions, including the Petronas Twin Towers and the Kuala Lumpur City Centre (KLCC). Often referred to as a city within a city, the KLCC will offer designer shopping, fine dining, and the best of the citys electric nightlife. The Hotel is also overlooking the KLCC Park and is directly connected to the esplanade, allowing guests to take full advantage of the Parks 50 acres of green space, including lush gardens, fountains, waterfalls, a wading pool, and jogging track.


An exciting addition to Kuala Lumpurs culinary scene, the Hotel is home to several unique dining outlets to the city, including a Cantonese restaurant, lobby and rooftop pool bars, and an all-day dining restaurant with sweeping views of the Petronas Twin Towers.


The Hotel is offering an executive lounge for business travellers, a serene spa, wellness-focused fitness centre and rooftop infinity pool offering panoramic views of Kuala Lumpurs endless skyline. Lush landscaping around the rooftop pool and terrace has created an urban oasis, echoing the greenery of the KLCC Park below.


Four Seasons Hotel Kuala Lumpur is offering both international and regional travellers an urban complement to the existing Four Seasons Resort in Malaysia, the award-winning Four Seasons Resort Langkawi.

About Four Seasons

Founded in 1960, Four Seasons continues to define the future of luxury hospitality with extraordinary imagination, unwavering commitment to the highest standards of quality, and the most genuine and customized service. Currently operating 105 hotels and private residences in major city centers and resort destination in 43 countries, and with more than 60 projects in development, Four Seasons consistently ranks among the worlds best hotels and most prestigious brands in reader polls, traveler reviews and industry awards.

Hotel Assistant Manager

The Four Seasons Hotel Kuala Lumpur is looking for a Hotel Assistant Manager. This person must have a commitment and passion for ensuring the best in guest services and creating a welcoming first impression and lasting farewell.

This is a highly visible role representing Four Seasons Hotel Kuala Lumpur and assist with the managing of the day to day activities of the Front Desk Team.

Key Elements of the job:

The Hotel Assistant Manager oversees the Front Desk operations and responds to a wide variety of guest requests by accurately assessing the guest needs and requests. The primary responsibilities are to ensure the smooth registration and cashiering functions of the Front Office. They will work closely with the Front Office Manager and oversee a team of Front Office staff, ensuring accurate communication and follow-up on any problems, guest requests, and special requirements. A solid knowledge of hotel operations including systems is required.

Candidates must have a firm knowledge of hotel operations and must have 1-2 years of experience in Management in Rooms Division. Candidates must speak read and write Bahasa Malaysia as well as being fluent in English. An additional language skill is an advantage. Must have the right to work in Malaysia.

Visa sponsorship is not available for the role. Only successful candidates will be contacted.

Join Our Team
Join a team that is built on mutual respect, collaboration, creativity and a commitment to the highest quality of service. Four Seasons Hotel Kuala Lumpur provides guests with a haven of serenity and luxury in a bustling city. Four Seasons provides employees with the same level of care that we expect to be shared with our guests. We have been ranked in FORTUNE Magazines 100 Best Companies to work for since 1998.

What to expect: You will
Be a champion of the Golden Rule: Do unto others as you would have them do unto you
Be part of a cohesive team with opportunities to learn, grow and develop
Have the opportunity to engage in diverse and challenging work
Derive a sense of pride in work well done
Be recognized for excellence"
Kickass Junior Graphic Designer who can PHOTOSHOP blindfolded,"Comfort Works is a close-knit team, from all over the world (Malaysia, Australia, Indonesia, Poland, Japan, China, Taiwan, Tunisia, Germany etc.) and we are growing rapidly. As a Junior Designer, you'll be working closely with our team of seasoned Concept Web Designers & Genius Developers to implement lickable designs across our existing and furiously expanding the portfolio of web properties.You'll also be exposed to all areas of Product Development, Digital Marketing, International Relationship Management, 3D Design, and Web Development. If you are able to Photoshop / Illustrator blindfolded with on hand tied to your back, we want YOU.

We are looking for a Junior Graphic Designer to help interpret our brand messaging via visual communication by creating high-quality digital marketing collaterals for a global audience. You will not be designing endless logos or editing images for high-stress clients here.You will be part of a stellar team responsible for the end-to-end design of our marketing campaigns, viewed by an international audience who appreciate clean and practical visual aesthetics. This is where you will flex your design prowess to bring internationalism and social intelligence to your designs.

The ideal candidate believes in designing for your audience, and that great design needs to be based on more than just personal taste. Great design serves a purpose.

Your vocabulary consists of words like typography, vector illustration for print and responsive design for digital web space. If it doesn't already, THIS is where you'll learn it.
You will be working with our team of designers to develop visual designs for a different mix of communications media, traditional and new channels.
Contribute to opportunities to develop original content and concepts for effective communication solutions that reinforce key business and marketing objectives.
Responsible for the creation, implementation, and adaptation of design solutions across print/digital platforms.
Improve the quality of social media content to boost customer interaction.
Support marketing and production team by creating visual graphics for video content.
Requirements:
Diploma / Advanced / Higher / Graduate Diploma or Bachelor's Degree in Graphic Design, Visual Communication Design or equivalent.
Min 1 year working experience.
Proficiency in Adobe Suite such as Illustrator, Photoshop, InDesign.
Matured understanding of marketing and advertising principles.
A solid portfolio that demonstrates strong design skill and describes your process.
Fun and friendly attitude with a passion for personal development.Able to work independently to solve design problems, not just a paint a pretty picture.
Bonus Points:
This is not a coding role, but familiarity with HTML, CSS, AJAX, prototype.js, jQuery, etc. would be a bonus.
If you've published your own website, blog, webshop/web app or have edited any kind of CMS like Wordpress before.
Experience in video editing for the web.
Note: For all applicants, please include links to your portfolio, web design, microsite, app, software, showreels, blogs or writing you have created so we can see proof of your talents.

Salary:
2,500 - 5,000 MYR"
Counter Assistant (Spare Parts)," Handling spare parts order for workshop and walk-in customers.
 Handling telephone calls from customers on parts enquiry.
 Prepare parts quotation to Workshop for major repair jobs.
 Sourcing for Parts from dealers and suppliers to cater for workshop.
 Attend to 24 hours breakdown for parts supply.

Requirements:
 Possess SPM/CERT. in Automotive or its equivalent.
 Preferably with at least one (1) year working experience in Auto Parts Line.
 Good working attitude and pleasant personality.
 Proficient in Mandarin and Chinese dialects.
 Preferably with candidates staying around Batu Caves, Gombak, Kepong etc.
 Fresh school leavers are also encouraged to apply."
Intern for Business Studies/Administration/Management Students,"During the internship period, they will be exposed to these area:
Ensure all necessary database are updated to system and templates.
Undertake other ad-hoc duties as assigned by management.
Assist in general administration & management tasks.
Requirements:
Candidate must possess or currently pursuing a Diploma or Bachelors Degree in Business Studies/Administration/Management or equivalent.
We prefer someone enjoy working in fast and dynamic environment.
No prior experience required.
We prefer someone able to start immediately.
Applicants must be willing to work in Kuala Lumpur.
Good communication skills.
Able to relate people at all level.
Good time management.
Willing to learn.
Required skill(s): MS Excel, MS Office.
Required language(s): Bahasa Malaysia.
2 Internship position(s) required.
Internship allowance, please contact us at +603-22028640
Internship Duration: 3 - 6 months

Monthly Allowance: > RM500"
The Apprentice,"We are constantly on the lookout for eager and energetic undergraduate students who would like to get a chance to work with us. The work is tough but most will be rewarded handsomely. Be our apprentice today!
The Apprentice will
Either be involved in sales, marketing, business development, software development or events
Be the apprentice of our existing heroes in their respective work
Work on specific project(s)
Requirements
Must be a team player and fun person to work with
Proficient in English (writing & communications)
A fast learner and a self-motivator
A strong team player with start-up mentality (Do whatever it takes to get the job done)
Work smart and meeting deadlines
The internship / industrial training period is 3 months minimum"
Admin cum Customer Service,"HostelHunting.com is the leading online marketplace for student. HostelHunting.com is focusing in servicing students of all nationalities compare and book rooms near their university in Malaysia and Singapore. HostelHunting.com is now the easiest & safest growing student accommodation site in the region, having expanded into more than 60 cities across 3 countries - Malaysia, Singapore and Thailand.

Aimed to be South East Asia largest student accommodation platform, HostelHunting.com has continuously grow and expand their team from 6 members to 48 members. We believe HostelHunting.com is uniquely positioned to capture these market opportunities as we are using leading-edge technology to develop easier & safer solutions that revolutionize the student accommodation industry and improve the lives of millions of students across the Southeast Asia.

Responsibilities
Effectively provide day-to-day support to owners & tenants via phone, e-mail & social media
Perform general administrative support by accurately processing data entries, agreements, debt control & deliveries
Attend & monitor maintenance/cleaning services requested by owners & tenants Good collaborative skills to liaise with Operations team in a timely manner
Resolve any other ad-hoc issues from time to time
Requirements
Diploma/Degree in Business Studies/Administration/Management or equivalent with experience preferably in administrative support & customer service
Excellent communication skills in English with ability to handle Chinese-speaking customers/owners Meticulous, trustworthy & results-oriented with ability to handle multi-functional/routine tasks
Proactive, self-motivated, enjoys meeting people & able to work in a team environment Candidates must be willing to work in Sungai Long and Old Klang Road
Salary
2500 - 3000 MYR
HostelHunting.com is the leading online marketplace for student. HostelHunting.com is focusing in servicing students of all nationalities compare and book rooms near their university in Malaysia and Singapore. HostelHunting.com is now the easiest & safest growing student accommodation site in the region, having expanded into more than 60 cities across 3 countries - Malaysia, Singapore and Thailand.


Aimed to be South East Asia largest student accommodation platform, HostelHunting.com has continuously grow and expand their team from 6 members to 48 members. We believe HostelHunting.com is uniquely positioned to capture these market opportunities as we are using leading-edge technology to develop easier & safer solutions that revolutionize the student accommodation industry and improve the lives of millions of students across the Southeast Asia.
Responsibilities
Effectively provide day-to-day support to owners & tenants via phone, e-mail & social media

Perform general administrative support by accurately processing data entries, agreements, debt control & deliveries

Attend & monitor maintenance/cleaning services requested by owners & tenants Good collaborative skills to liaise with Operations team in a timely manner

Resolve any other ad-hoc issues from time to time
Requirements
Diploma/Degree in Business Studies/Administration/Management or equivalent with experience preferably in administrative support & customer service

Excellent communication skills in English with ability to handle Chinese-speaking customers/owners Meticulous, trustworthy & results-oriented with ability to handle multi-functional/routine tasks

Proactive, self-motivated, enjoys meeting people & able to work in a team environment Candidates must be willing to work in Sungai Long and Old Klang Road
Salary
2500 - 3000 MYR"
CREATIVE DESIGNERS,"1 )
Support in the development of artwork for various marketing materials such as print ad, brochure, packaging, flyer, banner/bunting, poster etc.

2 )
Review final artworks for errors before printing/production.

3 )
Liaise and coordinate with external agencies, vendors and etc for print/production and quality control.

4 )
Design creative graphic advertisements with Adobe illustrator for online advertisements.

5 )
Update and maintain online promotional campaigns with graphical designs.

6 )
Work closely with Marketing Department to communicate the intended message through creative designs for web.

7 )
Responsible for layout, visual appearance, usability and development of company's websites.

8 )
Coordinate interior design artwork for road show / career booth set up.

9 )
Perform other responsibilities as assigned by superior or Management from time to time.



Requirements



1 )
Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Art/Design/Creative Multimedia, Advertising/Media or equivalent from reputable universities.

2 )
2 to 3 years of related experience would be an added advantage.

3 )
FRESH GRADUATES are encouraged to apply.

4 )
Good command of English (spoken and written).

5 )
Required skill(s) : Macintosh, Adobe Illustrator, Adobe PhotoShop & related softwares.

6 )
Computer literate, good knowledge of MS Office operation, Excel and Outlook.

7 )
A committed team player who is resourceful, dynamic and possesses good market intelligence with analytical mind.

8 )
Self-motivated, efficient and dedicated fast worker and able to meet tight deadlines.

9 )
Ability to work independently as well as being a team player with strong communication skills."
